Index;OWL URI;Time Spent (ms);Exception Cause; Exception Detail
98;http://data.bioontology.org/ontologies/BCTEO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3729;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/BCTEO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
99;http://data.bioontology.org/ontologies/BSAO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3253;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/BSAO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
100;http://data.bioontology.org/ontologies/BSPO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;19984;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/BSPO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
101;http://data.bioontology.org/ontologies/BTO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;9685;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/BTO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
102;http://data.bioontology.org/ontologies/CANONT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;2521;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/CANONT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
103;http://data.bioontology.org/ontologies/CARO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;2428;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/CARO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
104;http://data.bioontology.org/ontologies/CCO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;139440;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/CCO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
105;http://data.bioontology.org/ontologies/CHEBI/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;313609;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/CHEBI/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
106;http://data.bioontology.org/ontologies/CMO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;7462;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/CMO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
107;http://data.bioontology.org/ontologies/CO-WHEAT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;2115;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/CO-WHEAT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
108;http://data.bioontology.org/ontologies/DDANAT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3069;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/DDANAT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
109;http://data.bioontology.org/ontologies/DERMO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;6900;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/DERMO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
110;http://data.bioontology.org/ontologies/DOID/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;22039;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/DOID/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
111;http://data.bioontology.org/ontologies/ECO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;6405;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/ECO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
112;http://data.bioontology.org/ontologies/EHDA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;6877;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/EHDA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
113;http://data.bioontology.org/ontologies/EHDAA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;5972;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/EHDAA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
114;http://data.bioontology.org/ontologies/EHDAA2/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;6209;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/EHDAA2/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
115;http://data.bioontology.org/ontologies/EMAP/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;6141;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/EMAP/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
116;http://data.bioontology.org/ontologies/ENVO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;6301;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/ENVO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
117;http://data.bioontology.org/ontologies/EXO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3328;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/EXO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
118;http://data.bioontology.org/ontologies/FAO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3782;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/FAO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
119;http://data.bioontology.org/ontologies/FBbi/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;2678;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/FBbi/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
120;http://data.bioontology.org/ontologies/FB-BT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;19199;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/FB-BT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
121;http://data.bioontology.org/ontologies/FB-DV/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3648;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/FB-DV/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
122;http://data.bioontology.org/ontologies/FB-SP/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;6765;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/FB-SP/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
123;http://data.bioontology.org/ontologies/FIX/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3084;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/FIX/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
124;http://data.bioontology.org/ontologies/FMA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;40852;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/FMA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
125;http://data.bioontology.org/ontologies/FYPO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;25828;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/FYPO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
126;http://data.bioontology.org/ontologies/GEXO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;111530;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/GEXO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
127;http://data.bioontology.org/ontologies/GO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;67739;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/GO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
128;http://data.bioontology.org/ontologies/GO-EXT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;47814;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/GO-EXT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
129;http://data.bioontology.org/ontologies/GRO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;5305;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/GRO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
130;http://data.bioontology.org/ontologies/GRO-CPD/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3324;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/GRO-CPD/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
131;http://data.bioontology.org/ontologies/GRO-CPGA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;7241;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/GRO-CPGA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
132;http://data.bioontology.org/ontologies/HOM/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3052;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/HOM/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
133;http://data.bioontology.org/ontologies/HP/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;18138;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/HP/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
134;http://data.bioontology.org/ontologies/HRDO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;295138;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/HRDO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
135;http://data.bioontology.org/ontologies/HUGO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;166825;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/HUGO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
136;http://data.bioontology.org/ontologies/ICD10PCS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;372202;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/ICD10PCS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
137;http://data.bioontology.org/ontologies/IDOMAL/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;6986;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/IDOMAL/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
138;http://data.bioontology.org/ontologies/IDQA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;2884;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/IDQA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
139;http://data.bioontology.org/ontologies/IXNO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;2674;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/IXNO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
140;http://data.bioontology.org/ontologies/LPT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;6016;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/LPT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
141;http://data.bioontology.org/ontologies/MA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;5647;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/MA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
142;http://data.bioontology.org/ontologies/MAT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;2713;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/MAT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
143;http://data.bioontology.org/ontologies/MEGO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3258;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/MEGO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
144;http://data.bioontology.org/ontologies/MFO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;7094;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/MFO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
145;http://data.bioontology.org/ontologies/MIRO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;18406;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/MIRO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
146;http://data.bioontology.org/ontologies/MIXSCV/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;2429;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/MIXSCV/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
147;http://data.bioontology.org/ontologies/MMO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;6270;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/MMO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
148;http://data.bioontology.org/ontologies/MP/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;18314;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/MP/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
149;http://data.bioontology.org/ontologies/MPATH/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;4254;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/MPATH/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
150;http://data.bioontology.org/ontologies/MS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;6316;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/MS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
151;http://data.bioontology.org/ontologies/NIGO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;10474;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/NIGO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
152;http://data.bioontology.org/ontologies/NMOSP/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3672;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/NMOSP/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
153;http://data.bioontology.org/ontologies/OBOREL/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;2594;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/OBOREL/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
154;http://data.bioontology.org/ontologies/OGMD/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;2381;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/OGMD/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
155;http://data.bioontology.org/ontologies/PAE/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;6564;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/PAE/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
156;http://data.bioontology.org/ontologies/PATO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;41227;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/PATO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
157;http://data.bioontology.org/ontologies/PDQ/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;26461;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/PDQ/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
158;http://data.bioontology.org/ontologies/PECO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3349;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/PECO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
159;http://data.bioontology.org/ontologies/PO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;12590;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/PO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
160;http://data.bioontology.org/ontologies/PPIO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3504;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/PPIO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
161;http://data.bioontology.org/ontologies/PR/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;126138;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/PR/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
162;http://data.bioontology.org/ontologies/PSDS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;6738;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/PSDS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
163;http://data.bioontology.org/ontologies/pseudo/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;1975;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/pseudo/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
164;http://data.bioontology.org/ontologies/PSIMOD/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;8066;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/PSIMOD/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
165;http://data.bioontology.org/ontologies/PTO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;7983;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/PTO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
166;http://data.bioontology.org/ontologies/PTRANS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;2603;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/PTRANS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
167;http://data.bioontology.org/ontologies/PW/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;4844;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/PW/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
168;http://data.bioontology.org/ontologies/RETO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;106366;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/RETO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
169;http://data.bioontology.org/ontologies/REX/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;4407;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/REX/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
170;http://data.bioontology.org/ontologies/REXO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;131152;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/REXO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
171;http://data.bioontology.org/ontologies/RH-MESH/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;545502;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/RH-MESH/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
172;http://data.bioontology.org/ontologies/RS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;4720;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/RS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
173;http://data.bioontology.org/ontologies/RXNO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;10325;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/RXNO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
174;http://data.bioontology.org/ontologies/RXNORM/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;880857;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/RXNORM/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
175;http://data.bioontology.org/ontologies/SBO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;6547;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/SBO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
176;http://data.bioontology.org/ontologies/SBOL/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3050;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/SBOL/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
177;http://data.bioontology.org/ontologies/SEP/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;5630;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/SEP/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
178;http://data.bioontology.org/ontologies/SOY/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;5938;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/SOY/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
179;http://data.bioontology.org/ontologies/SPD/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;2722;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/SPD/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
180;http://data.bioontology.org/ontologies/SPTO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3166;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/SPTO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
181;http://data.bioontology.org/ontologies/TADS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;2793;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/TADS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
182;http://data.bioontology.org/ontologies/TAO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;4994;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/TAO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
183;http://data.bioontology.org/ontologies/TGMA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;7187;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/TGMA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
184;http://data.bioontology.org/ontologies/TRAK/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;4202;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/TRAK/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
185;http://data.bioontology.org/ontologies/TRON/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;5626;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/TRON/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
186;http://data.bioontology.org/ontologies/TTO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;29024;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/TTO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
187;http://data.bioontology.org/ontologies/UO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3919;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/UO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
188;http://data.bioontology.org/ontologies/VARIO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3080;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/VARIO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
189;http://data.bioontology.org/ontologies/VHOG/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;4382;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/VHOG/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
190;http://data.bioontology.org/ontologies/VSAO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3811;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/VSAO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
191;http://data.bioontology.org/ontologies/VT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;8810;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/VT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
192;http://data.bioontology.org/ontologies/WB-BT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;11731;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/WB-BT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
193;http://data.bioontology.org/ontologies/WB-LS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3161;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/WB-LS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
194;http://data.bioontology.org/ontologies/WB-PHENOTYPE/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;9331;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/WB-PHENOTYPE/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
195;http://data.bioontology.org/ontologies/WSIO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3392;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/WSIO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
